Region,RegionName,StateName,ForecastedDate,ForecastYoYPctChange
Zip,68357,NE,28/02/2023,14.7
Zip,68358,NE,28/02/2023,15
Zip,68360,NE,28/02/2023,12.1
Zip,68364,NE,28/02/2023,12
Zip,68366,NE,28/02/2023,10.5
Zip,68368,NE,28/02/2023,16.4
Zip,68372,NE,28/02/2023,14.9
Zip,68381,NE,28/02/2023,14.4
Zip,68402,NE,28/02/2023,15.1
Zip,68403,NE,28/02/2023,9.7
Zip,68404,NE,28/02/2023,15.9
Zip,68405,NE,28/02/2023,11.2
Zip,68407,NE,28/02/2023,9.9
Zip,68409,NE,28/02/2023,10.7
Zip,68413,NE,28/02/2023,10.8
Zip,68415,NE,28/02/2023,15.3
Zip,68419,NE,28/02/2023,16.5
Zip,68422,NE,28/02/2023,14.9
Zip,68423,NE,28/02/2023,11.6
Zip,68428,NE,28/02/2023,14.9
Zip,68430,NE,28/02/2023,14.8
Zip,68434,NE,28/02/2023,12
Zip,68438,NE,28/02/2023,16
Zip,68439,NE,28/02/2023,11.2
Zip,68455,NE,28/02/2023,10.8
Zip,68456,NE,28/02/2023,11.9
Zip,68458,NE,28/02/2023,14.9
Zip,68461,NE,28/02/2023,14.2
Zip,68462,NE,28/02/2023,15
Zip,68463,NE,28/02/2023,9.8
Zip,68466,NE,28/02/2023,14.8
Zip,68502,NE,28/02/2023,16
Zip,68503,NE,28/02/2023,16
Zip,68504,NE,28/02/2023,15.2
Zip,68505,NE,28/02/2023,15.1
Zip,68506,NE,28/02/2023,15.4
Zip,68507,NE,28/02/2023,14.7
Zip,68508,NE,28/02/2023,15.2
Zip,68510,NE,28/02/2023,15.5
Zip,68512,NE,28/02/2023,15
Zip,68514,NE,28/02/2023,13.4
Zip,68516,NE,28/02/2023,14.5
Zip,68517,NE,28/02/2023,14.8
Zip,68520,NE,28/02/2023,14.4
Zip,68521,NE,28/02/2023,15
Zip,68522,NE,28/02/2023,15.2
Zip,68523,NE,28/02/2023,14.9
Zip,68524,NE,28/02/2023,16
Zip,68526,NE,28/02/2023,13.7
Zip,68527,NE,28/02/2023,13.2
Zip,68528,NE,28/02/2023,15.5
Zip,68531,NE,28/02/2023,14.1
Zip,68532,NE,28/02/2023,14.9
Zip,68601,NE,28/02/2023,15.6
Zip,68621,NE,28/02/2023,14.8
Zip,68628,NE,28/02/2023,14.2
Zip,68631,NE,28/02/2023,19.8
Zip,68633,NE,28/02/2023,15.9
Zip,68634,NE,28/02/2023,16.9
Zip,68642,NE,28/02/2023,18
Zip,68643,NE,28/02/2023,14.4
Zip,68644,NE,28/02/2023,16.9
Zip,68647,NE,28/02/2023,17.8
Zip,68648,NE,28/02/2023,10.2
Zip,68649,NE,28/02/2023,14.2
Zip,68653,NE,28/02/2023,18.3
Zip,68663,NE,28/02/2023,13.5
Zip,68664,NE,28/02/2023,15.3
Zip,68701,NE,28/02/2023,14.5
Zip,68710,NE,28/02/2023,6.5
Zip,68715,NE,28/02/2023,14.7
Zip,68728,NE,28/02/2023,4.9
Zip,68731,NE,28/02/2023,6.8
Zip,68732,NE,28/02/2023,6.4
Zip,68733,NE,28/02/2023,6
Zip,68741,NE,28/02/2023,6.5
Zip,68743,NE,28/02/2023,7.2
Zip,68747,NE,28/02/2023,11.3
Zip,68748,NE,28/02/2023,14.7
Zip,68751,NE,28/02/2023,10.8
Zip,68752,NE,28/02/2023,14.3
Zip,68757,NE,28/02/2023,6.7
Zip,68758,NE,28/02/2023,15.2
Zip,68765,NE,28/02/2023,14.8
Zip,68767,NE,28/02/2023,14.6
Zip,68768,NE,28/02/2023,15.9
Zip,68769,NE,28/02/2023,14.1
Zip,68770,NE,28/02/2023,6.4
Zip,68776,NE,28/02/2023,6.5
Zip,68779,NE,28/02/2023,15
Zip,68781,NE,28/02/2023,14.4
Zip,68784,NE,28/02/2023,6.2
Zip,68785,NE,28/02/2023,6.3
Zip,68801,NE,28/02/2023,14
Zip,68803,NE,28/02/2023,13.9
Zip,68810,NE,28/02/2023,13.9
Zip,68812,NE,28/02/2023,16.8
Zip,68816,NE,28/02/2023,14.4
Zip,68818,NE,28/02/2023,13.7
Zip,68820,NE,28/02/2023,13.7
Zip,68824,NE,28/02/2023,14.2
Zip,68826,NE,28/02/2023,14
Zip,68827,NE,28/02/2023,14.2
Zip,68831,NE,28/02/2023,14.5
Zip,68832,NE,28/02/2023,13.7
Zip,68834,NE,28/02/2023,13.3
Zip,68835,NE,28/02/2023,13.2
Zip,68836,NE,28/02/2023,14.9
Zip,68838,NE,28/02/2023,18.1
Zip,68840,NE,28/02/2023,15
Zip,68841,NE,28/02/2023,13.4
Zip,68843,NE,28/02/2023,14.3
Zip,68844,NE,28/02/2023,19.8
Zip,68845,NE,28/02/2023,14.5
Zip,68846,NE,28/02/2023,14.7
Zip,68847,NE,28/02/2023,14.5
Zip,68850,NE,28/02/2023,12.6
Zip,68854,NE,28/02/2023,13.7
Zip,68858,NE,28/02/2023,16.1
Zip,68861,NE,28/02/2023,15.1
Zip,68863,NE,28/02/2023,13
Zip,68864,NE,28/02/2023,13.7
Zip,68865,NE,28/02/2023,13.4
Zip,68866,NE,28/02/2023,16.4
Zip,68869,NE,28/02/2023,14.9
Zip,68870,NE,28/02/2023,15.8
Zip,68872,NE,28/02/2023,15.1
Zip,68873,NE,28/02/2023,14.5
Zip,68876,NE,28/02/2023,15.8
Zip,68878,NE,28/02/2023,13.1
Zip,68883,NE,28/02/2023,14
Zip,68901,NE,28/02/2023,15.5
Zip,68924,NE,28/02/2023,14.2
Zip,68925,NE,28/02/2023,15.2
Zip,68937,NE,28/02/2023,12.9
Zip,68941,NE,28/02/2023,12.5
Zip,68945,NE,28/02/2023,14.5
Zip,68950,NE,28/02/2023,13
Zip,68955,NE,28/02/2023,12.9
Zip,68956,NE,28/02/2023,13.3
Zip,68959,NE,28/02/2023,13.9
Zip,68973,NE,28/02/2023,14.5
Zip,69029,NE,28/02/2023,12.1
Zip,69039,NE,28/02/2023,11.3
Zip,69101,NE,28/02/2023,11.6
Zip,69123,NE,28/02/2023,12.7
Zip,69130,NE,28/02/2023,12.9
Zip,69132,NE,28/02/2023,12.6
Zip,69138,NE,28/02/2023,12.1
Zip,69143,NE,28/02/2023,11.7
Zip,69151,NE,28/02/2023,12.1
Zip,69163,NE,28/02/2023,11.9
Zip,69165,NE,28/02/2023,11.4
Zip,69169,NE,28/02/2023,11.8
Zip,69170,NE,28/02/2023,13.4
Zip,69171,NE,28/02/2023,16.6
Zip,69334,NE,28/02/2023,9.4
Zip,69341,NE,28/02/2023,11.7
Zip,69352,NE,28/02/2023,10
Zip,69354,NE,28/02/2023,9.4
Zip,69355,NE,28/02/2023,9.5
Zip,69356,NE,28/02/2023,14.9
Zip,69357,NE,28/02/2023,9.8
Zip,69358,NE,28/02/2023,12.2
Zip,69361,NE,28/02/2023,11.6
Msa,"Berlin, NH",NH,28/02/2023,15
Msa,"Claremont, NH",NH,28/02/2023,20.3
Msa,"Concord, NH",NH,28/02/2023,19.3
Msa,"Keene, NH",NH,28/02/2023,18.2
Msa,"Laconia, NH",NH,28/02/2023,20
Msa,"Manchester, NH",NH,28/02/2023,19.7
Zip,3031,NH,28/02/2023,19.9
Zip,3032,NH,28/02/2023,17.2
Zip,3033,NH,28/02/2023,22.1
Zip,3034,NH,28/02/2023,16.7
Zip,3036,NH,28/02/2023,16.1
Zip,3037,NH,28/02/2023,15.8
Zip,3038,NH,28/02/2023,17.6
Zip,3042,NH,28/02/2023,18.3
Zip,3043,NH,28/02/2023,24.4
Zip,3044,NH,28/02/2023,16.7
Zip,3045,NH,28/02/2023,20.6
Zip,3046,NH,28/02/2023,19.2
Zip,3047,NH,28/02/2023,21.7
Zip,3048,NH,28/02/2023,20.6
Zip,3049,NH,28/02/2023,19.4
Zip,3051,NH,28/02/2023,19.7
Zip,3052,NH,28/02/2023,19.9
Zip,3053,NH,28/02/2023,18
Zip,3054,NH,28/02/2023,19.6
Zip,3055,NH,28/02/2023,20.2
Zip,3057,NH,28/02/2023,22.6
Zip,3060,NH,28/02/2023,20.3
Zip,3062,NH,28/02/2023,19.7
Zip,3063,NH,28/02/2023,19.8
Zip,3064,NH,28/02/2023,20.1
Zip,3070,NH,28/02/2023,20
Zip,3071,NH,28/02/2023,22.2
Zip,3076,NH,28/02/2023,18.6
Zip,3077,NH,28/02/2023,15.7
Zip,3079,NH,28/02/2023,17.3
Zip,3082,NH,28/02/2023,21.3
Zip,3084,NH,28/02/2023,21.8
Zip,3086,NH,28/02/2023,20.4
Zip,3087,NH,28/02/2023,17.4
Zip,3101,NH,28/02/2023,19.9
Zip,3102,NH,28/02/2023,20.4
Zip,3103,NH,28/02/2023,20.8
Zip,3104,NH,28/02/2023,19.6
Zip,3106,NH,28/02/2023,18.7
Zip,3109,NH,28/02/2023,20.2
Zip,3110,NH,28/02/2023,20.3
Zip,3215,NH,28/02/2023,19.1
Zip,3216,NH,28/02/2023,20
Zip,3217,NH,28/02/2023,18.4
Zip,3218,NH,28/02/2023,16.4
Zip,3220,NH,28/02/2023,18.2
Zip,3221,NH,28/02/2023,18.4
Zip,3222,NH,28/02/2023,18.8
Zip,3223,NH,28/02/2023,19.2
Zip,3224,NH,28/02/2023,20
Zip,3225,NH,28/02/2023,20
Zip,3226,NH,28/02/2023,19
Zip,3229,NH,28/02/2023,17.1
Zip,3230,NH,28/02/2023,22.3
Zip,3233,NH,28/02/2023,19.3
Zip,3234,NH,28/02/2023,19.1
Zip,3235,NH,28/02/2023,18.9
Zip,3237,NH,28/02/2023,17.7
Zip,3240,NH,28/02/2023,17.6
Zip,3241,NH,28/02/2023,17.9
Zip,3242,NH,28/02/2023,21.3
Zip,3243,NH,28/02/2023,18
Zip,3244,NH,28/02/2023,22.2
Zip,3245,NH,28/02/2023,19.8
Zip,3246,NH,28/02/2023,19.8
Zip,3249,NH,28/02/2023,20.2
Zip,3251,NH,28/02/2023,18.4
Zip,3253,NH,28/02/2023,22
Zip,3255,NH,28/02/2023,20.3
Zip,3256,NH,28/02/2023,18.8
Zip,3257,NH,28/02/2023,18.8
Zip,3258,NH,28/02/2023,19.6
Zip,3260,NH,28/02/2023,16.7
Zip,3261,NH,28/02/2023,19.9
Zip,3262,NH,28/02/2023,21
Zip,3263,NH,28/02/2023,18.5
Zip,3264,NH,28/02/2023,18
Zip,3266,NH,28/02/2023,18.2
Zip,3268,NH,28/02/2023,17.5
Zip,3269,NH,28/02/2023,20.5
Zip,3273,NH,28/02/2023,15.5
Zip,3275,NH,28/02/2023,20.1
Zip,3276,NH,28/02/2023,18.2
Zip,3278,NH,28/02/2023,16.7
Zip,3279,NH,28/02/2023,17.8
Zip,3280,NH,28/02/2023,18
Zip,3281,NH,28/02/2023,20.5
Zip,3282,NH,28/02/2023,17.4
Zip,3284,NH,28/02/2023,16.1
Zip,3285,NH,28/02/2023,20
Zip,3287,NH,28/02/2023,20.6
Zip,3290,NH,28/02/2023,19.2
Zip,3291,NH,28/02/2023,18
Zip,3301,NH,28/02/2023,19.6
Zip,3303,NH,28/02/2023,19
Zip,3304,NH,28/02/2023,18.9
Zip,3307,NH,28/02/2023,19.1
Zip,3431,NH,28/02/2023,15.5
Zip,3440,NH,28/02/2023,21.8
Zip,3441,NH,28/02/2023,17.8
Zip,3442,NH,28/02/2023,24
Zip,3443,NH,28/02/2023,14
Zip,3444,NH,28/02/2023,16.6
Zip,3445,NH,28/02/2023,18.2
Zip,3446,NH,28/02/2023,17.8
Zip,3447,NH,28/02/2023,19.1
Zip,3448,NH,28/02/2023,17.9
Zip,3449,NH,28/02/2023,24.9
Zip,3450,NH,28/02/2023,15.8
Zip,3451,NH,28/02/2023,14.6
Zip,3452,NH,28/02/2023,16.3
Zip,3455,NH,28/02/2023,15.5
Zip,3456,NH,28/02/2023,16
Zip,3457,NH,28/02/2023,15.9
Zip,3458,NH,28/02/2023,21
Zip,3461,NH,28/02/2023,18.4
Zip,3462,NH,28/02/2023,15.4
Zip,3464,NH,28/02/2023,17.1
Zip,3465,NH,28/02/2023,18.6
Zip,3466,NH,28/02/2023,14.5
Zip,3467,NH,28/02/2023,16.5
Zip,3470,NH,28/02/2023,17.4
Zip,3561,NH,28/02/2023,19.9
Zip,3570,NH,28/02/2023,13.8
Zip,3574,NH,28/02/2023,19.5
Zip,3576,NH,28/02/2023,13.7
Zip,3579,NH,28/02/2023,12.1
Zip,3580,NH,28/02/2023,18.2
Zip,3581,NH,28/02/2023,13.4
Zip,3582,NH,28/02/2023,12.9
Zip,3583,NH,28/02/2023,13.5
Zip,3584,NH,28/02/2023,13.5
Zip,3585,NH,28/02/2023,20.5
Zip,3586,NH,28/02/2023,19.7
Zip,3588,NH,28/02/2023,12.6
Zip,3590,NH,28/02/2023,13.4
Zip,3592,NH,28/02/2023,14.4
Zip,3593,NH,28/02/2023,13.1
Zip,3595,NH,28/02/2023,15.3
Zip,3598,NH,28/02/2023,13.1
Zip,3601,NH,28/02/2023,18.1
Zip,3602,NH,28/02/2023,17.4
Zip,3603,NH,28/02/2023,16.6
Zip,3605,NH,28/02/2023,15.7
Zip,3607,NH,28/02/2023,14.3
Zip,3608,NH,28/02/2023,16.6
Zip,3609,NH,28/02/2023,15.7
Zip,3740,NH,28/02/2023,21
Zip,3741,NH,28/02/2023,17.4
Zip,3743,NH,28/02/2023,15.1
Zip,3745,NH,28/02/2023,12.7
Zip,3748,NH,28/02/2023,18.3
Zip,3750,NH,28/02/2023,16.9
Zip,3752,NH,28/02/2023,15.1
Zip,3753,NH,28/02/2023,15.4
Zip,3755,NH,28/02/2023,16.8
Zip,3765,NH,28/02/2023,20
Zip,3766,NH,28/02/2023,15.8
Zip,3768,NH,28/02/2023,16
Zip,3770,NH,28/02/2023,14.2
Zip,3771,NH,28/02/2023,20.3
Zip,3773,NH,28/02/2023,16.6
Zip,3774,NH,28/02/2023,20.4
Zip,3777,NH,28/02/2023,22.4
Zip,3779,NH,28/02/2023,19.2
Zip,3780,NH,28/02/2023,18.7
Zip,3781,NH,28/02/2023,14.6
Zip,3782,NH,28/02/2023,16
Zip,3784,NH,28/02/2023,16.2
Zip,3785,NH,28/02/2023,21
Zip,3801,NH,28/02/2023,16.2
Zip,3809,NH,28/02/2023,19.9
Zip,3810,NH,28/02/2023,21.5
Zip,3811,NH,28/02/2023,15.6
Zip,3819,NH,28/02/2023,16.9
Zip,3820,NH,28/02/2023,15.6
Zip,3823,NH,28/02/2023,15.8
Zip,3824,NH,28/02/2023,15.4
Zip,3825,NH,28/02/2023,16.1
Zip,3826,NH,28/02/2023,17.7
Zip,3827,NH,28/02/2023,17.2
Zip,3833,NH,28/02/2023,16.3
Zip,3835,NH,28/02/2023,16
Zip,3837,NH,28/02/2023,18
Zip,3839,NH,28/02/2023,15.4
Zip,3840,NH,28/02/2023,15.6
Zip,3841,NH,28/02/2023,18.5
Zip,3842,NH,28/02/2023,16.2
Zip,3844,NH,28/02/2023,16.1
Zip,3846,NH,28/02/2023,17.3
Zip,3848,NH,28/02/2023,15.7
Zip,3851,NH,28/02/2023,16.4
Zip,3852,NH,28/02/2023,15.6
Zip,3854,NH,28/02/2023,17.6
Zip,3855,NH,28/02/2023,15.5
Zip,3856,NH,28/02/2023,16.7
Zip,3857,NH,28/02/2023,13.9
Zip,3858,NH,28/02/2023,17.6
Zip,3861,NH,28/02/2023,16.1
Zip,3862,NH,28/02/2023,15.6
Zip,3865,NH,28/02/2023,17.2
Zip,3867,NH,28/02/2023,16.1
Zip,3868,NH,28/02/2023,15.6
Zip,3869,NH,28/02/2023,16.1
Zip,3870,NH,28/02/2023,14.6
Zip,3871,NH,28/02/2023,15.8
Zip,3873,NH,28/02/2023,16.9
Zip,3874,NH,28/02/2023,16.7
Zip,3878,NH,28/02/2023,17
Zip,3884,NH,28/02/2023,15.8
Zip,3885,NH,28/02/2023,16.9
Zip,3887,NH,28/02/2023,16.1
Msa,"Atlantic City, NJ",NJ,28/02/2023,22.5
Msa,"Ocean City, NJ",NJ,28/02/2023,22.2
Msa,"Trenton, NJ",NJ,28/02/2023,15.1
Msa,"Vineland, NJ",NJ,28/02/2023,17.2
Zip,7001,NJ,28/02/2023,12.8
Zip,7002,NJ,28/02/2023,13.9
Zip,7003,NJ,28/02/2023,14.3
Zip,7004,NJ,28/02/2023,13
Zip,7005,NJ,28/02/2023,12
Zip,7006,NJ,28/02/2023,12.9
Zip,7008,NJ,28/02/2023,14.5
Zip,7009,NJ,28/02/2023,13
Zip,7010,NJ,28/02/2023,10.7
Zip,7011,NJ,28/02/2023,12.9
Zip,7012,NJ,28/02/2023,11.3
Zip,7013,NJ,28/02/2023,11.8
Zip,7014,NJ,28/02/2023,11.6
Zip,7016,NJ,28/02/2023,13
Zip,7017,NJ,28/02/2023,18.6
Zip,7018,NJ,28/02/2023,16.5
Zip,7020,NJ,28/02/2023,10.5
Zip,7021,NJ,28/02/2023,13.5
Zip,7022,NJ,28/02/2023,12.2
Zip,7023,NJ,28/02/2023,14.2
Zip,7024,NJ,28/02/2023,10
Zip,7026,NJ,28/02/2023,12
Zip,7027,NJ,28/02/2023,15
Zip,7028,NJ,28/02/2023,14.6
Zip,7029,NJ,28/02/2023,10.9
Zip,7030,NJ,28/02/2023,9.7
Zip,7031,NJ,28/02/2023,12.1
Zip,7032,NJ,28/02/2023,14
Zip,7033,NJ,28/02/2023,13.5
Zip,7034,NJ,28/02/2023,13.1
Zip,7035,NJ,28/02/2023,12.4
Zip,7036,NJ,28/02/2023,15.4
Zip,7039,NJ,28/02/2023,12.6
Zip,7040,NJ,28/02/2023,14.9
Zip,7041,NJ,28/02/2023,11.5
Zip,7042,NJ,28/02/2023,14.6
Zip,7043,NJ,28/02/2023,14.7
Zip,7044,NJ,28/02/2023,14.2
Zip,7045,NJ,28/02/2023,11.4
Zip,7046,NJ,28/02/2023,11.7
Zip,7047,NJ,28/02/2023,11.5
Zip,7050,NJ,28/02/2023,16.7
Zip,7052,NJ,28/02/2023,14.4
Zip,7054,NJ,28/02/2023,11
Zip,7055,NJ,28/02/2023,13
Zip,7057,NJ,28/02/2023,12.9
Zip,7058,NJ,28/02/2023,12.1
Zip,7059,NJ,28/02/2023,11.6
Zip,7060,NJ,28/02/2023,15.8
Zip,7062,NJ,28/02/2023,17
Zip,7063,NJ,28/02/2023,16.7
Zip,7064,NJ,28/02/2023,13.7
Zip,7065,NJ,28/02/2023,14.8
Zip,7066,NJ,28/02/2023,14
Zip,7067,NJ,28/02/2023,13.4
Zip,7068,NJ,28/02/2023,12.3
Zip,7069,NJ,28/02/2023,12.4
Zip,7070,NJ,28/02/2023,11.9
Zip,7071,NJ,28/02/2023,10.8
Zip,7072,NJ,28/02/2023,13
Zip,7073,NJ,28/02/2023,13.4
Zip,7074,NJ,28/02/2023,12.3
Zip,7075,NJ,28/02/2023,12.7
Zip,7076,NJ,28/02/2023,13.1
Zip,7077,NJ,28/02/2023,14.7
Zip,7078,NJ,28/02/2023,10.9
Zip,7079,NJ,28/02/2023,14.2
Zip,7080,NJ,28/02/2023,14
Zip,7081,NJ,28/02/2023,12.4
Zip,7082,NJ,28/02/2023,11.3
Zip,7083,NJ,28/02/2023,14.9
Zip,7086,NJ,28/02/2023,10.2
Zip,7087,NJ,28/02/2023,11.8
Zip,7088,NJ,28/02/2023,14.3
Zip,7090,NJ,28/02/2023,13.6
Zip,7092,NJ,28/02/2023,13.5
Zip,7093,NJ,28/02/2023,9.2
Zip,7094,NJ,28/02/2023,12.1
Zip,7095,NJ,28/02/2023,13.4
Zip,7102,NJ,28/02/2023,15.6
Zip,7103,NJ,28/02/2023,17.4
Zip,7104,NJ,28/02/2023,15.3
Zip,7105,NJ,28/02/2023,13.8
Zip,7106,NJ,28/02/2023,17.1
Zip,7107,NJ,28/02/2023,16.8
Zip,7108,NJ,28/02/2023,16.7
Zip,7109,NJ,28/02/2023,13.5
Zip,7110,NJ,28/02/2023,13.6
Zip,7111,NJ,28/02/2023,16.8
Zip,7112,NJ,28/02/2023,16.8
Zip,7114,NJ,28/02/2023,17.2
Zip,7201,NJ,28/02/2023,19.1
Zip,7202,NJ,28/02/2023,17.4
Zip,7203,NJ,28/02/2023,17.6
Zip,7204,NJ,28/02/2023,15.9
Zip,7205,NJ,28/02/2023,17.1
Zip,7206,NJ,28/02/2023,17.2
Zip,7208,NJ,28/02/2023,15.1
Zip,7302,NJ,28/02/2023,9.2
Zip,7304,NJ,28/02/2023,12.4
Zip,7305,NJ,28/02/2023,12
Zip,7306,NJ,28/02/2023,11.9
Zip,7307,NJ,28/02/2023,13.8
Zip,7310,NJ,28/02/2023,8.6
Zip,7401,NJ,28/02/2023,11.9
Zip,7403,NJ,28/02/2023,13.4
Zip,7405,NJ,28/02/2023,12.8
Zip,7407,NJ,28/02/2023,13.2
Zip,7410,NJ,28/02/2023,12.4
Zip,7416,NJ,28/02/2023,15.2
Zip,7417,NJ,28/02/2023,12.1
Zip,7418,NJ,28/02/2023,14
Zip,7419,NJ,28/02/2023,14.2
Zip,7420,NJ,28/02/2023,12.9
Zip,7421,NJ,28/02/2023,14.1
Zip,7422,NJ,28/02/2023,14.2
Zip,7423,NJ,28/02/2023,11.9
Zip,7424,NJ,28/02/2023,12.5
Zip,7430,NJ,28/02/2023,11.9
Zip,7432,NJ,28/02/2023,12.5
Zip,7435,NJ,28/02/2023,13.7
Zip,7436,NJ,28/02/2023,12.5
Zip,7438,NJ,28/02/2023,13.1
Zip,7439,NJ,28/02/2023,15.8
Zip,7440,NJ,28/02/2023,12.4
Zip,7442,NJ,28/02/2023,14
Zip,7444,NJ,28/02/2023,12.2
Zip,7446,NJ,28/02/2023,11.7
Zip,7450,NJ,28/02/2023,11.8
Zip,7452,NJ,28/02/2023,11.4
Zip,7456,NJ,28/02/2023,13.5
Zip,7457,NJ,28/02/2023,11.9
Zip,7458,NJ,28/02/2023,12.1
Zip,7460,NJ,28/02/2023,15
Zip,7461,NJ,28/02/2023,14.8
Zip,7462,NJ,28/02/2023,13.6
Zip,7463,NJ,28/02/2023,12.1
Zip,7465,NJ,28/02/2023,11.5
Zip,7470,NJ,28/02/2023,12.9
Zip,7480,NJ,28/02/2023,14.1
Zip,7481,NJ,28/02/2023,11.4
Zip,7501,NJ,28/02/2023,15.8
Zip,7502,NJ,28/02/2023,15.3
Zip,7503,NJ,28/02/2023,15.3
Zip,7504,NJ,28/02/2023,15.6
Zip,7505,NJ,28/02/2023,21.5
Zip,7506,NJ,28/02/2023,13.3
Zip,7508,NJ,28/02/2023,13.5
Zip,7512,NJ,28/02/2023,12.9
Zip,7513,NJ,28/02/2023,15
Zip,7514,NJ,28/02/2023,15.2
Zip,7522,NJ,28/02/2023,15.9
Zip,7524,NJ,28/02/2023,16
Zip,7601,NJ,28/02/2023,12.7
Zip,7603,NJ,28/02/2023,12.5
Zip,7604,NJ,28/02/2023,13
Zip,7605,NJ,28/02/2023,10.7
Zip,7606,NJ,28/02/2023,13.4
Zip,7607,NJ,28/02/2023,12.2
Zip,7608,NJ,28/02/2023,14.7
Zip,7620,NJ,28/02/2023,9.8
Zip,7621,NJ,28/02/2023,12.9
Zip,7624,NJ,28/02/2023,12.7
Zip,7626,NJ,28/02/2023,11.8
Zip,7627,NJ,28/02/2023,11.9
Zip,7628,NJ,28/02/2023,12.7
Zip,7630,NJ,28/02/2023,12
Zip,7631,NJ,28/02/2023,11.2
Zip,7632,NJ,28/02/2023,10.2
Zip,7640,NJ,28/02/2023,12.8
Zip,7641,NJ,28/02/2023,12.3
Zip,7642,NJ,28/02/2023,11.8
Zip,7643,NJ,28/02/2023,12.4
Zip,7644,NJ,28/02/2023,11.8
Zip,7645,NJ,28/02/2023,12.1
Zip,7646,NJ,28/02/2023,11.9
Zip,7647,NJ,28/02/2023,12.9
Zip,7648,NJ,28/02/2023,12.9
Zip,7649,NJ,28/02/2023,12.5
Zip,7650,NJ,28/02/2023,13.3
Zip,7652,NJ,28/02/2023,12.6
Zip,7656,NJ,28/02/2023,12
Zip,7657,NJ,28/02/2023,10.6
Zip,7660,NJ,28/02/2023,13.8
Zip,7661,NJ,28/02/2023,12.8
Zip,7662,NJ,28/02/2023,13.3
Zip,7663,NJ,28/02/2023,13.5
Zip,7666,NJ,28/02/2023,12.3
Zip,7670,NJ,28/02/2023,11.2
Zip,7675,NJ,28/02/2023,12.2
Zip,7676,NJ,28/02/2023,12
Zip,7677,NJ,28/02/2023,12
Zip,7701,NJ,28/02/2023,15.6
Zip,7702,NJ,28/02/2023,15
Zip,7703,NJ,28/02/2023,15.7
Zip,7704,NJ,28/02/2023,15.8
Zip,7711,NJ,28/02/2023,19.8
Zip,7712,NJ,28/02/2023,16.1
Zip,7716,NJ,28/02/2023,14.3
Zip,7717,NJ,28/02/2023,19.2
Zip,7718,NJ,28/02/2023,15.4
Zip,7719,NJ,28/02/2023,15.9
Zip,7720,NJ,28/02/2023,16
Zip,7721,NJ,28/02/2023,16.2
Zip,7722,NJ,28/02/2023,14.6
Zip,7723,NJ,28/02/2023,19
Zip,7724,NJ,28/02/2023,15.4
Zip,7726,NJ,28/02/2023,15.6
Zip,7727,NJ,28/02/2023,15.9
Zip,7728,NJ,28/02/2023,15.6
Zip,7730,NJ,28/02/2023,15.7
Zip,7731,NJ,28/02/2023,16.3
Zip,7732,NJ,28/02/2023,18.1
Zip,7733,NJ,28/02/2023,14.1
Zip,7734,NJ,28/02/2023,19.4
Zip,7735,NJ,28/02/2023,15.8
Zip,7737,NJ,28/02/2023,15.1
Zip,7738,NJ,28/02/2023,15.3
Zip,7739,NJ,28/02/2023,14.4
Zip,7740,NJ,28/02/2023,17
Zip,7746,NJ,28/02/2023,15.1
Zip,7747,NJ,28/02/2023,15.7
Zip,7748,NJ,28/02/2023,15.3
Zip,7750,NJ,28/02/2023,16.5
Zip,7751,NJ,28/02/2023,15
Zip,7753,NJ,28/02/2023,16.4
Zip,7755,NJ,28/02/2023,19.8
Zip,7756,NJ,28/02/2023,16.3
Zip,7757,NJ,28/02/2023,14.8
Zip,7758,NJ,28/02/2023,15.6
Zip,7760,NJ,28/02/2023,15.9
Zip,7762,NJ,28/02/2023,16.5
Zip,7764,NJ,28/02/2023,17.8
Zip,7801,NJ,28/02/2023,13.7
Zip,7803,NJ,28/02/2023,13.9
Zip,7821,NJ,28/02/2023,14.9
Zip,7822,NJ,28/02/2023,14.9
Zip,7823,NJ,28/02/2023,15.7
Zip,7825,NJ,28/02/2023,16.8
Zip,7826,NJ,28/02/2023,14.6
Zip,7827,NJ,28/02/2023,17.6
Zip,7828,NJ,28/02/2023,14.4
Zip,7830,NJ,28/02/2023,14.4
Zip,7832,NJ,28/02/2023,17
Zip,7834,NJ,28/02/2023,11.8
Zip,7836,NJ,28/02/2023,13.2
Zip,7838,NJ,28/02/2023,17.1
Zip,7840,NJ,28/02/2023,16.5
Zip,7843,NJ,28/02/2023,15.7
Zip,7847,NJ,28/02/2023,13.4
Zip,7848,NJ,28/02/2023,14.9
Zip,7849,NJ,28/02/2023,13.5
Zip,7850,NJ,28/02/2023,14.2
Zip,7851,NJ,28/02/2023,17.3
Zip,7852,NJ,28/02/2023,12.9
Zip,7853,NJ,28/02/2023,13.6
Zip,7856,NJ,28/02/2023,12.7
Zip,7857,NJ,28/02/2023,13
Zip,7860,NJ,28/02/2023,14.7
Zip,7863,NJ,28/02/2023,16.4
Zip,7865,NJ,28/02/2023,15.9
Zip,7866,NJ,28/02/2023,12.7
Zip,7869,NJ,28/02/2023,13
Zip,7871,NJ,28/02/2023,13.7
Zip,7874,NJ,28/02/2023,15.2
Zip,7876,NJ,28/02/2023,12.5
Zip,7878,NJ,28/02/2023,12.1
Zip,7882,NJ,28/02/2023,16.9
Zip,7885,NJ,28/02/2023,13.4
